2026-01-21 21:14:58,これ何が何かわからんくなるて,AmyBoy1025
2026-01-21 21:15:30,王手,AmyBoy1025
2026-01-21 21:17:43,これさ,AmyBoy1025
2026-01-21 21:18:05,なんでお互い同じ駒でも違う頭にしちゃったの,AmyBoy1025
2026-01-21 21:18:34,これとか成ったら銅あみぼとかにできたきがするなあって,AmyBoy1025
2026-01-21 21:19:01,ok (おｋ),AmyBoy1025
2026-01-21 21:19:04,横みるか,AmyBoy1025
2026-01-21 21:19:10,自分の右,AmyBoy1025
2026-01-21 21:19:29,やるか,AmyBoy1025
2026-01-21 21:19:32,閃光どうする,AmyBoy1025
2026-01-21 21:19:39,pa- (パー),asayakup
2026-01-21 21:19:39,ぱー,AmyBoy1025
2026-01-21 21:19:44,tyoki (チョキ),asayakup
2026-01-21 21:19:44,gu (具),AmyBoy1025
2026-01-21 21:19:48,senkou (選考),AmyBoy1025
2026-01-21 21:20:57,これ持ち駒使えるの？w,AmyBoy1025
2026-01-21 21:21:04,a (あ),AmyBoy1025
2026-01-21 21:21:06,ほんまや,AmyBoy1025
2026-01-21 21:22:14,e (絵),AmyBoy1025
2026-01-21 21:22:19,まあいいか,AmyBoy1025
2026-01-21 21:23:23,銀かそれ,AmyBoy1025
2026-01-21 21:24:20,あぶな,AmyBoy1025
2026-01-21 21:24:23,銀来てたわw,AmyBoy1025
2026-01-21 21:25:10,kusa (草),AmyBoy1025
2026-01-21 21:25:53,a (あ),AmyBoy1025
2026-01-21 21:26:52,うん,AmyBoy1025
2026-01-21 21:26:55,これ頭おかしくなるだろ,AmyBoy1025
2026-01-21 21:27:04,うわ～,AmyBoy1025
2026-01-21 21:28:56,nn~~~~ (ん〜〜〜〜),AmyBoy1025
2026-01-21 21:29:05,むずいねえ,AmyBoy1025
2026-01-21 21:29:43,記憶ゲーで草,AmyBoy1025
2026-01-21 21:31:08,うわなんかきた,AmyBoy1025
2026-01-21 21:31:27,u~nn... (う〜ん。。。),AmyBoy1025
2026-01-21 21:32:40,wwwww (wwwww),AmyBoy1025
2026-01-21 21:32:42,そういえばwww,AmyBoy1025
2026-01-21 21:32:48,わからんくなるwww,AmyBoy1025
2026-01-21 21:32:59,ずっと一緒にいたのにww,AmyBoy1025
2026-01-21 21:33:05,俺もわかってなかったわ,AmyBoy1025
2026-01-21 21:33:15,これ戻ってきただけやん,AmyBoy1025
2026-01-21 21:33:18,角,AmyBoy1025
2026-01-21 21:33:26,?????? (？？？？？？),AmyBoy1025
2026-01-21 21:33:32,それは持参くろやっくじゃないの？,AmyBoy1025
2026-01-21 21:33:52,俺側の角,AmyBoy1025
2026-01-21 21:34:01,じゃあ誰だよwww,AmyBoy1025
2026-01-21 21:34:14,n? (ん？),AmyBoy1025
2026-01-21 21:34:17,これ飛車だよ,AmyBoy1025
2026-01-21 21:34:31,戻ってきただけやこれ,AmyBoy1025
2026-01-21 21:34:46,このゲームやばい,AmyBoy1025
2026-01-21 21:35:15,う～ん・・・,AmyBoy1025
2026-01-21 21:35:30,一斉にきてクソきもいw,AmyBoy1025
2026-01-21 21:35:52,王て,AmyBoy1025
2026-01-21 21:36:14,んで,AmyBoy1025
2026-01-21 21:36:38,これやばいw,AmyBoy1025
2026-01-21 21:37:10,きめえええ,AmyBoy1025
2026-01-21 21:37:20,いやまて,AmyBoy1025
2026-01-21 21:37:45,う～～ん,AmyBoy1025
2026-01-21 21:38:04,う～～ん,AmyBoy1025
2026-01-21 21:38:20,こいつ飛車だな？？,AmyBoy1025
2026-01-21 21:38:45,かわいそう,AmyBoy1025
2026-01-21 21:38:59,回収って言うなw,AmyBoy1025
2026-01-21 21:39:24,おれか,AmyBoy1025
2026-01-21 21:39:35,あ～でもこれ銀あるから取れねえわ,AmyBoy1025
2026-01-21 21:40:59,u~n (う〜ん),AmyBoy1025
2026-01-21 21:42:13,かわいそう,AmyBoy1025
2026-01-21 21:42:44,wakaran (わからん),AmyBoy1025
2026-01-21 21:42:46,王手,AmyBoy1025
2026-01-21 21:43:03,かわいそう,AmyBoy1025
2026-01-21 21:43:20,う～ん,AmyBoy1025
2026-01-21 21:44:06,IQ高くなりそうな将棋だなこれ,AmyBoy1025
2026-01-21 21:44:21,いやでも大体記憶出来てきたぞ,AmyBoy1025
2026-01-21 21:45:01,よし,AmyBoy1025
2026-01-21 21:45:08,王手,AmyBoy1025
2026-01-21 21:45:20,草,AmyBoy1025
2026-01-21 21:46:14,王手,AmyBoy1025
2026-01-21 21:46:30,困った時のあみぼがーどやめろ,AmyBoy1025
2026-01-21 21:46:53,う～ん,AmyBoy1025
2026-01-21 21:49:02,バレた,AmyBoy1025
2026-01-21 21:49:54,どうしよマジで,AmyBoy1025
2026-01-21 21:50:40,wwww (wwww),AmyBoy1025
2026-01-21 21:50:47,おかしいだろwww,AmyBoy1025
2026-01-21 21:51:11,王と王の対面,AmyBoy1025
2026-01-21 21:52:34,やばい,AmyBoy1025
2026-01-21 21:52:38,一番最悪のお会ターン,AmyBoy1025
2026-01-21 21:52:48,あ、じゃあさ,AmyBoy1025
2026-01-21 21:53:02,おい,AmyBoy1025
2026-01-21 21:53:09,逃げ場ないて,AmyBoy1025
2026-01-21 21:53:11,おわた,AmyBoy1025
2026-01-21 21:53:22,\あ～,AmyBoy1025
2026-01-21 21:53:27,これなんもしないが吉か,AmyBoy1025
2026-01-21 21:53:39,いやお前は下がれよ,AmyBoy1025
2026-01-21 21:53:45,お前が下がらないとどっちも終わるんだよ,AmyBoy1025
2026-01-21 21:54:19,だりぃ～,AmyBoy1025
2026-01-21 21:54:39,あのさ,AmyBoy1025
2026-01-21 21:54:41,ガチで,AmyBoy1025
2026-01-21 21:54:44,殺すぞ？,AmyBoy1025
2026-01-21 21:54:54,終わってるだろこの布陣,AmyBoy1025
2026-01-21 21:55:19,クソだりぃとこに飛車置かれたわ,AmyBoy1025
2026-01-21 21:56:07,だれだっけそいつw,AmyBoy1025
2026-01-21 21:56:12,あ～,AmyBoy1025
2026-01-21 21:56:18,あっぶな,AmyBoy1025
2026-01-21 21:56:21,ちょお前やばいって,AmyBoy1025
2026-01-21 21:56:41,こいつガチで,AmyBoy1025
2026-01-21 21:57:02,ほんとにこいつさ？ｗｗ,AmyBoy1025
2026-01-21 21:57:34,こっちくんな,AmyBoy1025
2026-01-21 21:57:58,are (あれ),AmyBoy1025
2026-01-21 21:57:59,そうだっけ,AmyBoy1025
2026-01-21 21:58:06,wwwwwww (wwwwwww),AmyBoy1025
2026-01-21 21:58:13,え,AmyBoy1025
2026-01-21 21:58:15,なんか刺客いる,AmyBoy1025
2026-01-21 21:58:26,あるだろいっぱい,AmyBoy1025
2026-01-21 21:59:08,死ぬよ,AmyBoy1025
2026-01-21 21:59:09,王,AmyBoy1025
2026-01-21 21:59:26,ほら死ねよ金,AmyBoy1025
2026-01-21 21:59:35,あにさ,AmyBoy1025
2026-01-21 21:59:37,あのさ,AmyBoy1025
2026-01-21 21:59:39,あのさ?,AmyBoy1025
2026-01-21 21:59:51,きめえ~,AmyBoy1025
2026-01-21 21:59:59,えちょっとまって,AmyBoy1025
2026-01-21 22:00:09,これ次のターンどっちにしろ死ぬくね？角,AmyBoy1025
2026-01-21 22:00:19,まあええか(),AmyBoy1025
2026-01-21 22:00:41,終わってんだろw,AmyBoy1025
2026-01-21 22:00:49,いやまてよ？,AmyBoy1025
2026-01-21 22:01:03,すげえ行動力ある,AmyBoy1025
2026-01-21 22:01:28,いつまで立ってもここになにかしらいるんだけど,AmyBoy1025
2026-01-21 22:01:40,角動けねえっつうの,AmyBoy1025
2026-01-21 22:01:52,まてよ？,AmyBoy1025
2026-01-21 22:01:55,今いけるな？,AmyBoy1025
2026-01-21 22:02:04,王手,AmyBoy1025
2026-01-21 22:02:18,おいおいおい,AmyBoy1025
2026-01-21 22:02:21,早くしろよ！,AmyBoy1025
2026-01-21 22:02:25,は？,AmyBoy1025
2026-01-21 22:02:27,あのさ,AmyBoy1025
2026-01-21 22:02:29,ガチでさ,AmyBoy1025
2026-01-21 22:02:35,いや,AmyBoy1025
2026-01-21 22:02:39,銀ががら空きだぜ,AmyBoy1025
2026-01-21 22:02:47,a (あ),AmyBoy1025
2026-01-21 22:02:48,あ,AmyBoy1025
2026-01-21 22:02:48,あ,AmyBoy1025
2026-01-21 22:02:52,やだやだやだ,AmyBoy1025
2026-01-21 22:02:58,あいいんだ,AmyBoy1025
2026-01-21 22:03:05,ここか,AmyBoy1025
2026-01-21 22:03:17,んで,AmyBoy1025
2026-01-21 22:03:21,どうするかって話ね,AmyBoy1025
2026-01-21 22:03:33,いやまて,AmyBoy1025
2026-01-21 22:03:35,これ,AmyBoy1025
2026-01-21 22:03:44,俺がここに行ったところでこいつは殺せないぞ,AmyBoy1025
